id,drone_time,lat_location,lon_location,words,lastname,firstname,address,peacescore
021e4052-bd24-45bb-bfe0-81ec3eb72fcb,2072-10-25T21:34:49,47.894676208496094,2.3148155212402344,La;grande;invasion;de;l'Est;Seul;Bonjour;Ensemble,Dorffer,Sujin,83 Rue des Arbres,72
f2bad294-fccb-4068-97a3-0245cd71ddef,2072-04-14T21:29:34,47.557743072509766,2.0849969387054443,A;l'aide;!;Seul;Les;Etats-Unis;ont;corrompu;notre;nation;Les;peacewatchers;arrive,Liu,Claire,113 Rue des Poissons,3
2ec0eb20-f3f6-4c44-93ed-88e3148b9a20,2068-04-18T19:48:55,47.09382629394531,2.4685726165771484,Les;peacewatchers;arrive;Je;t'aime;Gloire;au;nouvel;ordre;mondial;La;grande;invasion;de;l'Est,Richard,Chaoshi,168 Rue des Concombres,21
2bdc42e6-ec13-4861-b86d-c372c5df7d03,2074-10-29T23:10:13,47.77778625488281,2.597479820251465,Les;peacewatchers;arrive;La;nouvelle;révolution;La;voix;du;peuple;sera;entendue;La;grande;invasion;de;l'Est,Huang,Xinyu,150 Rue des Arbres,92
0b0f58d0-87ce-475a-9904-4664bdcd3ed1,2072-09-03T18:41:16,47.51400375366211,2.719282865524292,La;domination;des;élites;Attention;!;Ou;est;notre;sauveteur;américain;?;Pourquoi;?,Richard,Chaoshi,85 Rue des Français,21
b5020d25-91df-408b-b6d1-2abd8ea9c34b,2067-11-20T16:20:01,47.47120666503906,2.6984572410583496,Ensemble;J'ai;peur;Pourquoi;?;Les;Etats-Unis;ont;corrompu;notre;nation,Broussole,Diane,135 Rue des Espagnols,92
8edab392-27d0-4e6e-8609-473f765b261e,2075-02-14T12:03:15,47.18101501464844,2.242708921432495,Comment;Attention;!;Les;peacewatchers;arrive;Bien,Allouache,Antoine,168 Rue des Français,37
0006f016-1124-4866-aaa3-2f431040e7e0,2071-06-10T06:52:31,47.8146858215332,2.000485420227051,Les;damnés;de;la;terre;Les;peacewatchers;arrive;Attention;!;Soyons;unis,Zhou,Victor,197 Rue des Poissons,3
5c8153c2-58ec-4ca4-9dc7-1ef9ed593eab,2074-09-16T22:55:05,47.6551513671875,2.2118570804595947,Ou;est;notre;sauveteur;américain;?;Les;damnés;de;la;terre;Bonjour;Bonjour,Yang,Antoine,182 Rue des Français,88
faccba49-318c-4446-86b7-3c3f8e054c17,2073-01-22T01:43:19,47.710777282714844,2.8959736824035645,Bonjour;La;grande;invasion;de;l'Est;Ou;est;notre;sauveteur;américain;?;Seul,Hammoud,Ivan,121 Rue des Concombres,96
24f3b2ab-1059-46b5-87e7-6e4be731aab1,2072-05-19T18:19:03,47.23933029174805,2.053894281387329,La;nouvelle;révolution;Pourquoi;?;Paris;Paris,Charpentier,Marion,168 Rue des Champs,40
b7289b4f-07fb-4768-b355-cd067627078c,2070-07-28T09:16:11,47.1878662109375,2.2788245677948,Paris;Comment;Attention;!;La;domination;des;élites,Wang,Claire,32 Rue des Poissons,98
5c1be4ee-72e9-4894-8b85-0bdbef1e4f5b,2068-11-02T06:08:52,47.565406799316406,2.110149383544922,Pourquoi;?;Attentat;Ensemble;Paris,Wu,Louis,13 Rue des Arbres,61
056537de-18c6-45bc-b0b9-c66e36b650c4,2070-09-07T08:25:21,47.47677230834961,2.5250229835510254,Gloire;au;nouvel;ordre;mondial;Soyons;unis;J'ai;peur;Soyons;unis,Charpentier,Claire,158 Rue des Poissons,59
456d07c5-cbb1-4c5d-9c7e-c02ef4874053,2074-07-09T12:15:27,47.34858703613281,2.713578701019287,Soyons;unis;A;l'aide;!;Les;Etats-Unis;ont;corrompu;notre;nation;Ensemble,Wu,Khodor,60 Rue des Concombres,42
f30f4003-d4ef-46f3-96ec-b02d6f67bc2e,2070-07-11T15:55:44,47.178741455078125,2.956242561340332,Bonjour;Je;t'aime;La;grande;invasion;de;l'Est;Seul,Chen,Marion,151 Rue des Poissons,2
3d05ff1c-3252-4c91-afca-4768a373928a,2070-07-01T12:26:03,47.55024719238281,2.5651326179504395,Attentat;Ou;est;notre;sauveteur;américain;?;Attention;!;Attention;!,Zhang',Claire,70 Rue des Martyrs,46
d70ba12c-4f9a-4890-adc4-6a969ccff8e1,2073-08-02T07:22:21,47.33753967285156,2.618800640106201,Bonjour;La;domination;des;élites;Seul;A;l'aide;!,Boulanger,Adrien,189 Rue des Hongrois,56
02c12f4e-6533-411a-ae72-3ad8793dc069,2070-12-26T03:23:59,47.67540740966797,2.752068042755127,Les;damnés;de;la;terre;Je;t'aime;La;nouvelle;révolution;Attentat,Petit,Xinrui,143 Rue des Champs,98
702956c7-1bfd-4c44-bb6d-b4bbe48ed13e,2072-05-18T02:30,47.198631286621094,2.284184455871582,Les;Etats-Unis;ont;corrompu;notre;nation;La;domination;des;élites;Attention;!;J'ai;peur,Stepanian,Capucine,141 Rue des Poissons,73
4890bf55-f6de-4bf6-b532-2c36f4b0f96b,2073-04-12T17:37:50,47.18743133544922,2.9554316997528076,Seul;Les;Etats-Unis;ont;corrompu;notre;nation;Bien;La;grande;invasion;de;l'Est,Dorffer,Marion,17 Rue des Hongrois,18
12a567d6-f9bd-4838-bf80-84b5730260dd,2068-06-03T17:11:41,47.160491943359375,2.143892288208008,Ensemble;La;nouvelle;révolution;Bien;Ou;est;notre;sauveteur;américain;?,Stepanian,Songyan,152 Rue des Arbres,97
68c82d98-cded-4f17-a659-8c17aa1f8024,2075-08-09T14:08:18,47.85211181640625,2.7141942977905273,J'ai;peur;La;nouvelle;révolution;A;l'aide;!;Attentat,Zhao,Sujin,106 Rue des Concombres,99
875cd00e-3c14-46a7-9bb0-2e7b1f781ecf,2072-10-15T01:39:20,47.241451263427734,2.3701417446136475,J'ai;peur;La;domination;des;élites;J'ai;peur;Soyons;unis,Huang,Lihe,151 Rue des Poissons,22
a40d7d6b-8528-4a19-8be7-054c43757636,2068-07-23T23:46:53,47.925113677978516,2.9933509826660156,La;domination;des;élites;Paris;Soyons;unis;Attention;!,Richard,Capucine,182 Rue des Hongrois,97
7e926511-c333-4043-9d38-5cfb45190c14,2074-02-16T17:53:49,47.47404098510742,2.3702750205993652,La;domination;des;élites;Attention;!;La;voix;du;peuple;sera;entendue;Soyons;unis,Bernard,Adrien,85 Rue des Italiens,50
60bd1bef-bec2-40d5-8b36-895307886d2e,2069-05-09T02:20:35,47.525856018066406,2.478527545928955,Soyons;unis;La;voix;du;peuple;sera;entendue;Seul;La;nouvelle;révolution,Hammoud,Julien,130 Rue des Martyrs,87
3f414b87-dc3c-4da1-b745-be8f4c07c5df,2070-02-17T10:05:23,47.841102600097656,2.528966188430786,Les;Etats-Unis;ont;corrompu;notre;nation;Vive;notre;grande;patrie;Les;damnés;de;la;terre;Paris,Yuan,Qixian,138 Rue des Espagnols,50
026ff5ff-1a0b-4548-90f8-26cbca3fe408,2075-02-15T17:25:36,47.133663177490234,2.3687849044799805,Ou;est;notre;sauveteur;américain;?;La;nouvelle;révolution;Ensemble;Attention;!,Stepanian,Xinrui,6 Rue des Italiens,30
d06e710c-35d4-4c2b-b267-49f24de9b4e8,2068-10-09T02:44:51,47.15269088745117,2.255089282989502,Bonjour;Les;damnés;de;la;terre;A;l'aide;!;Bonjour,Boulanger,Sujin,117 Rue des Poissons,46
faf5b417-5dd2-42d4-b988-d5eb3d907f7b,2071-04-17T07:07:10,47.302215576171875,2.7586965560913086,Gloire;au;nouvel;ordre;mondial;Paris;Ensemble;Ou;est;notre;sauveteur;américain;?,Stepanian,Xinrui,133 Rue des Martyrs,89
13f017a6-f1ed-40cb-8025-fc50d7a2b550,2074-09-09T21:59:30,47.99062728881836,2.4298129081726074,Les;peacewatchers;arrive;Les;damnés;de;la;terre;Ou;est;notre;sauveteur;américain;?;Comment,Petit,Lihe,24 Rue des Martyrs,13
875cd00e-3c14-46a7-9bb0-2e7b1f781ecf,2072-10-15T01:39:20,47.241451263427734,2.3701417446136475,J'ai;peur;La;domination;des;élites;J'ai;peur;Soyons;unis,Huang,Lihe,151 Rue des Poissons,22
a40d7d6b-8528-4a19-8be7-054c43757636,2068-07-23T23:46:53,47.925113677978516,2.9933509826660156,La;domination;des;élites;Paris;Soyons;unis;Attention;!,Richard,Capucine,182 Rue des Hongrois,97
7e926511-c333-4043-9d38-5cfb45190c14,2074-02-16T17:53:49,47.47404098510742,2.3702750205993652,La;domination;des;élites;Attention;!;La;voix;du;peuple;sera;entendue;Soyons;unis,Bernard,Adrien,85 Rue des Italiens,50
60bd1bef-bec2-40d5-8b36-895307886d2e,2069-05-09T02:20:35,47.525856018066406,2.478527545928955,Soyons;unis;La;voix;du;peuple;sera;entendue;Seul;La;nouvelle;révolution,Hammoud,Julien,130 Rue des Martyrs,87
3f414b87-dc3c-4da1-b745-be8f4c07c5df,2070-02-17T10:05:23,47.841102600097656,2.528966188430786,Les;Etats-Unis;ont;corrompu;notre;nation;Vive;notre;grande;patrie;Les;damnés;de;la;terre;Paris,Yuan,Qixian,138 Rue des Espagnols,50
026ff5ff-1a0b-4548-90f8-26cbca3fe408,2075-02-15T17:25:36,47.133663177490234,2.3687849044799805,Ou;est;notre;sauveteur;américain;?;La;nouvelle;révolution;Ensemble;Attention;!,Stepanian,Xinrui,6 Rue des Italiens,30
d06e710c-35d4-4c2b-b267-49f24de9b4e8,2068-10-09T02:44:51,47.15269088745117,2.255089282989502,Bonjour;Les;damnés;de;la;terre;A;l'aide;!;Bonjour,Boulanger,Sujin,117 Rue des Poissons,46
faf5b417-5dd2-42d4-b988-d5eb3d907f7b,2071-04-17T07:07:10,47.302215576171875,2.7586965560913086,Gloire;au;nouvel;ordre;mondial;Paris;Ensemble;Ou;est;notre;sauveteur;américain;?,Stepanian,Xinrui,133 Rue des Martyrs,89
13f017a6-f1ed-40cb-8025-fc50d7a2b550,2074-09-09T21:59:30,47.99062728881836,2.4298129081726074,Les;peacewatchers;arrive;Les;damnés;de;la;terre;Ou;est;notre;sauveteur;américain;?;Comment,Petit,Lihe,24 Rue des Martyrs,13
8326cfae-2567-4b23-94b4-852245514447,2073-06-06T02:17:55,47.1089973449707,2.0092217922210693,Comment;La;voix;du;peuple;sera;entendue;Attention;!;Paris,Charpentier,Capucine,67 Rue des Poissons,49
25ff468c-6f0d-4061-8dee-fc1a3f0f21dc,2069-03-05T14:26:34,47.256744384765625,2.6284642219543457,La;nouvelle;révolution;Je;t'aime;La;grande;invasion;de;l'Est;Les;damnés;de;la;terre,Yuan,Yue,166 Rue des Hongrois,11
00dc352c-46ef-4822-88e2-b335de9229ec,2067-11-19T07:26:39,47.76716995239258,2.5937411785125732,Pourquoi;?;Seul;Bonjour;Les;peacewatchers;arrive,Martin,Khodor,110 Rue des Martyrs,17
cd907f36-4fc5-4442-b86d-23d246f9ac35,2070-03-15T09:02:40,47.85078048706055,2.587414264678955,Attentat;Bonjour;La;nouvelle;révolution;J'ai;peur,Martin,Sujin,86 Rue des Hongrois,19
9cd5d66e-9b1a-409c-a10b-7c7313b1cc99,2071-10-24T10:19:35,47.800716400146484,2.8881239891052246,Les;damnés;de;la;terre;La;nouvelle;révolution;Attentat;La;domination;des;élites,Boulanger,Omar,114 Rue des Hongrois,57
4a3686ab-1169-452c-b826-d1544721758b,2067-12-15T14:41:25,47.678062438964844,2.444983720779419,Attentat;A;l'aide;!;La;nouvelle;révolution;La;grande;invasion;de;l'Est,Broussole,Adrien,101 Rue des Poissons,62
2c21f1db-43f5-4212-bc64-a85a6be1ff1d,2073-08-20T02:11:30,47.97500228881836,2.381958246231079,Je;t'aime;La;domination;des;élites;Les;Etats-Unis;ont;corrompu;notre;nation;Ou;est;notre;sauveteur;américain;?,Huang,Charles,185 Rue des Champs,26
b2838c00-492d-4297-b65b-4eb8bf6823fc,2074-09-07T20:57:23,47.651954650878906,2.787696361541748,Vive;notre;grande;patrie;Je;t'aime;J'ai;peur;A;l'aide;!,Robert,Claire,17 Rue des Concombres,37
6506a1f5-5aad-44f4-b99a-fda1d04cfbd6,2069-05-17T21:38:22,47.253047943115234,2.1921658515930176,Je;t'aime;Attention;!;J'ai;peur;Bien,Martin,Victor,147 Rue des Espagnols,87
56f3c2fa-9f6c-4dd2-9458-d19d690b8fc8,2072-10-12T05:11:03,47.74200439453125,2.1818666458129883,Vive;notre;grande;patrie;Vive;notre;grande;patrie;Attention;!;Je;t'aime,Wang,Adrien,158 Rue des Champs,54
66fbb18d-51c7-41b9-9f49-b38971fecbfb,2067-11-09T14:47:40,47.09098815917969,2.063347816467285,La;nouvelle;révolution;Les;Etats-Unis;ont;corrompu;notre;nation;Paris;Attentat,Charpentier,Julie,25 Rue des Concombres,66
64885551-17e2-4447-ab9d-b7d7b27c299f,2068-10-27T05:10:18,47.20931625366211,2.275308609008789,La;nouvelle;révolution;La;voix;du;peuple;sera;entendue;Je;t'aime;Les;Etats-Unis;ont;corrompu;notre;nation,Allouache,Julie,22 Rue des Martyrs,91
4e901235-a63f-4de7-9f22-52f391db7d1d,2069-09-22T17:56:46,47.73579025268555,2.728926658630371,Ou;est;notre;sauveteur;américain;?;Bien;La;grande;invasion;de;l'Est;La;nouvelle;révolution,Richard,Khodor,169 Rue des Espagnols,10
68574057-3160-4840-85a9-51d46cf7bc06,2067-10-19T22:31:26,47.99141311645508,2.9539260864257812,La;nouvelle;révolution;Comment;Attention;!;La;voix;du;peuple;sera;entendue,Robert,Xinyu,187 Rue des Arbres,42
a40e5a70-8f0a-469d-ac7b-e709e3e7bca7,2071-06-24T17:01:17,47.93003463745117,2.7389144897460938,Paris;Vive;notre;grande;patrie;Attention;!;Vive;notre;grande;patrie,Wu,Ivan,96 Rue des Marcassins,70
1572de95-53ee-42ed-8942-2062f27c48cc,2070-11-07T12:15:25,47.375125885009766,2.30798077583313,Les;damnés;de;la;terre;J'ai;peur;Comment;Attention;!,Liu,Haoyuan,151 Rue des Concombres,67
3c12ae23-f002-4273-b164-4bb5c00392ac,2071-12-23T01:32:21,47.26132583618164,2.290292739868164,A;l'aide;!;Les;peacewatchers;arrive;Soyons;unis;J'ai;peur,Bernard,Sujin,120 Rue des Champs,59
f3bc9eef-6d1b-4b2d-88b2-cf6e061c3d1e,2069-05-11T17:50:29,47.212181091308594,2.1952693462371826,J'ai;peur;Bonjour;Ensemble;Seul,Bernard,Omar,64 Rue des Arbres,21
56f3c2fa-9f6c-4dd2-9458-d19d690b8fc8,2072-10-12T05:11:03,47.74200439453125,2.1818666458129883,Vive;notre;grande;patrie;Vive;notre;grande;patrie;Attention;!;Je;t'aime,Wang,Adrien,158 Rue des Champs,54
66fbb18d-51c7-41b9-9f49-b38971fecbfb,2067-11-09T14:47:40,47.09098815917969,2.063347816467285,La;nouvelle;révolution;Les;Etats-Unis;ont;corrompu;notre;nation;Paris;Attentat,Charpentier,Julie,25 Rue des Concombres,66
64885551-17e2-4447-ab9d-b7d7b27c299f,2068-10-27T05:10:18,47.20931625366211,2.275308609008789,La;nouvelle;révolution;La;voix;du;peuple;sera;entendue;Je;t'aime;Les;Etats-Unis;ont;corrompu;notre;nation,Allouache,Julie,22 Rue des Martyrs,91
4e901235-a63f-4de7-9f22-52f391db7d1d,2069-09-22T17:56:46,47.73579025268555,2.728926658630371,Ou;est;notre;sauveteur;américain;?;Bien;La;grande;invasion;de;l'Est;La;nouvelle;révolution,Richard,Khodor,169 Rue des Espagnols,10
68574057-3160-4840-85a9-51d46cf7bc06,2067-10-19T22:31:26,47.99141311645508,2.9539260864257812,La;nouvelle;révolution;Comment;Attention;!;La;voix;du;peuple;sera;entendue,Robert,Xinyu,187 Rue des Arbres,42
a40e5a70-8f0a-469d-ac7b-e709e3e7bca7,2071-06-24T17:01:17,47.93003463745117,2.7389144897460938,Paris;Vive;notre;grande;patrie;Attention;!;Vive;notre;grande;patrie,Wu,Ivan,96 Rue des Marcassins,70
1572de95-53ee-42ed-8942-2062f27c48cc,2070-11-07T12:15:25,47.375125885009766,2.30798077583313,Les;damnés;de;la;terre;J'ai;peur;Comment;Attention;!,Liu,Haoyuan,151 Rue des Concombres,67
3c12ae23-f002-4273-b164-4bb5c00392ac,2071-12-23T01:32:21,47.26132583618164,2.290292739868164,A;l'aide;!;Les;peacewatchers;arrive;Soyons;unis;J'ai;peur,Bernard,Sujin,120 Rue des Champs,59
f3bc9eef-6d1b-4b2d-88b2-cf6e061c3d1e,2069-05-11T17:50:29,47.212181091308594,2.1952693462371826,J'ai;peur;Bonjour;Ensemble;Seul,Bernard,Omar,64 Rue des Arbres,21
47b8bcf5-41da-4728-ba2a-efc8f68a6614,2069-02-16T05:58:32,47.043941497802734,2.4110910892486572,Attention;!;J'ai;peur;Pourquoi;?;Attention;!,Huang,Qixian,119 Rue des Concombres,70
83ca4464-71aa-4f3b-9f7b-161619ed4c41,2073-02-01T19:31:20,47.896488189697266,2.2005739212036133,La;domination;des;élites;Ensemble;Bien;J'ai;peur,Dorffer,Adrien,148 Rue des Marcassins,84
8edff9dc-5d86-4a06-b343-f402370792ce,2075-01-23T15:22:01,47.19303512573242,2.389460563659668,Soyons;unis;Paris;Pourquoi;?;A;l'aide;!,Li,Chaoshi,93 Rue des Concombres,27
d1ca09e3-8a88-4080-bd9c-12cf4b0cc35e,2075-06-04T01:22:22,47.537200927734375,2.1811861991882324,La;nouvelle;révolution;Les;Etats-Unis;ont;corrompu;notre;nation;La;voix;du;peuple;sera;entendue;La;grande;invasion;de;l'Est,Huang,Songyan,150 Rue des Marcassins,81
b6df9e5d-433a-4804-9e90-77dcabfa811d,2072-06-09T16:30:35,47.48099136352539,2.1511688232421875,Paris;La;domination;des;élites;Bonjour;Ou;est;notre;sauveteur;américain;?,Yang,Louis,39 Rue des Poissons,25
b5fa3ed8-6591-4139-bda5-5d725869778e,2070-10-07T17:04:16,47.46206283569336,2.3502020835876465,Attentat;Les;Etats-Unis;ont;corrompu;notre;nation;La;nouvelle;révolution;Bonjour,Zhang',Adrien,61 Rue des Martyrs,21
f8cd549c-0926-4dd4-bcc7-8b2cdc35845d,2073-08-21T11:41:47,47.95962142944336,2.476379632949829,Vive;notre;grande;patrie;Bien;Comment;A;l'aide;!,Yuan,Paul,52 Rue des Espagnols,76
95b05efa-dc21-48e1-9009-1cefa2d977c8,2069-04-17T07:51:07,47.69660186767578,2.0296645164489746,La;voix;du;peuple;sera;entendue;Paris;Ensemble;Seul,Petit,Capucine,155 Rue des Hongrois,42
238aee9a-20a4-488a-9e5f-72913e74b492,2074-12-28T23:33:27,47.26350021362305,2.782942056655884,Vive;notre;grande;patrie;Paris;Paris;Les;Etats-Unis;ont;corrompu;notre;nation,Yuan,Alexandre,13 Rue des Martyrs,64
c4854f82-e457-40dd-ab26-a11e7faac1cd,2071-11-03T18:36:27,47.5281982421875,2.1482162475585938,Pourquoi;?;Les;Etats-Unis;ont;corrompu;notre;nation;Je;t'aime;Les;damnés;de;la;terre,Yang,Ivan,6 Rue des Marcassins,64
b449ec23-17d9-4be4-9f4e-8f9c9c71d8b9,2073-11-12T16:50:10,47.390995025634766,2.1597869396209717,La;nouvelle;révolution;La;grande;invasion;de;l'Est;Pourquoi;?;Ou;est;notre;sauveteur;américain;?,Huang,Capucine,65 Rue des Concombres,91
8f25b5ad-a5e5-42aa-a9f6-265b5f8ec1c9,2074-08-22T01:07:25,47.3604850769043,2.9880526065826416,J'ai;peur;Je;t'aime;Soyons;unis;Attentat,Yuan,Xinyu,23 Rue des Poissons,30
765ae5c6-fa5f-42b1-9eef-15c2f3326abe,2069-02-25T07:07:09,47.883426666259766,2.9989092350006104,La;grande;invasion;de;l'Est;Attention;!;La;domination;des;élites;Attention;!,Charpentier,Julie,13 Rue des Poissons,23
eacc0f6c-cae8-4151-95a0-cd57cdda4cc0,2070-01-04T20:22:39,47.76644515991211,2.8295531272888184,Soyons;unis;Les;peacewatchers;arrive;Ou;est;notre;sauveteur;américain;?;La;grande;invasion;de;l'Est,Huang,Antoine,62 Rue des Poissons,4
fa295293-bc5b-4124-9003-808714e98a6e,2068-09-23T03:23:16,47.78806686401367,2.0626580715179443,Attention;!;Bien;Paris;Les;peacewatchers;arrive,Charpentier,Adrien,42 Rue des Espagnols,84
38bf9b9a-77f4-401e-933b-bc1d7a94fa82,2068-03-26T11:51:12,47.04454040527344,2.4004108905792236,Les;Etats-Unis;ont;corrompu;notre;nation;Gloire;au;nouvel;ordre;mondial;Comment;La;domination;des;élites,Yang,Capucine,89 Rue des Français,37
d2f7fcef-e5f0-4645-aaa6-492afbd3b2a9,2070-08-31T13:33:58,47.55489730834961,2.197942018508911,Les;damnés;de;la;terre;Bien;Vive;notre;grande;patrie;La;voix;du;peuple;sera;entendue,Zhao,Songyan,92 Rue des Espagnols,56
345173cc-bbbe-4b81-b293-7f4fbe835295,2074-09-18T09:08:37,47.85259246826172,2.963089942932129,Attention;!;Les;peacewatchers;arrive;Vive;notre;grande;patrie;J'ai;peur,Yang,Songyan,156 Rue des Arbres,54
2af1130e-03e0-4f03-bf01-c7e3a328e945,2074-02-20T19:45:45,47.803985595703125,2.0655641555786133,Bien;Soyons;unis;La;grande;invasion;de;l'Est;Attention;!,Stepanian,Marion,193 Rue des Espagnols,42
293970ca-498a-4e9c-ac57-20babdbe399e,2070-11-11T13:52:07,47.87285232543945,2.201570987701416,Les;damnés;de;la;terre;Paris;La;nouvelle;révolution;Je;t'aime,Chen,Julien,155 Rue des Arbres,32
0f4bbeb0-7b0e-4d37-b29f-8c5dee2102bc,2074-11-20T10:33:11,47.62351989746094,2.378256320953369,Pourquoi;?;Seul;Les;damnés;de;la;terre;Comment,Martin,Julie,54 Rue des Concombres,78
678d6a57-be90-4d0b-af4c-0d09241a4067,2072-11-01T18:21:02,47.48439407348633,2.277411699295044,Bien;Attentat;Ensemble;Les;peacewatchers;arrive,Zhao,Diane,3 Rue des Arbres,26
e2dae9c5-e8a3-4235-88e2-892eb7b8a0de,2070-12-17T00:02:33,47.5665397644043,2.606825351715088,Seul;Comment;La;nouvelle;révolution;Gloire;au;nouvel;ordre;mondial,Allouache,Antoine,163 Rue des Hongrois,87
72624bcf-c6f0-42c2-b599-0de2ef6f2766,2074-05-26T07:40:22,47.13720703125,2.9508676528930664,Vive;notre;grande;patrie;Attentat;Comment;Paris,Wu,Ivan,58 Rue des Marcassins,95
0d61bcdb-7845-4b06-9cf7-610eabcfd622,2073-03-18T03:44:27,47.645172119140625,2.256195068359375,Ou;est;notre;sauveteur;américain;?;Soyons;unis;Ou;est;notre;sauveteur;américain;?;Les;Etats-Unis;ont;corrompu;notre;nation,Zhang',Ivan,164 Rue des Hongrois,29
e12548fe-9454-4cd1-8c00-2f470e64f63f,2068-03-20T01:42:01,47.89738845825195,2.2263400554656982,Seul;A;l'aide;!;J'ai;peur;J'ai;peur,Stepanian,Marion,159 Rue des Poissons,3
c0d8e053-2429-4bb1-b65b-a0413a3cfb83,2069-01-07T01:03:37,47.29737854003906,2.5074658393859863,Je;t'aime;J'ai;peur;Bien;Les;Etats-Unis;ont;corrompu;notre;nation,Boulanger,Qixian,50 Rue des Poissons,8
2af1130e-03e0-4f03-bf01-c7e3a328e945,2074-02-20T19:45:45,47.803985595703125,2.0655641555786133,Bien;Soyons;unis;La;grande;invasion;de;l'Est;Attention;!,Stepanian,Marion,193 Rue des Espagnols,42
293970ca-498a-4e9c-ac57-20babdbe399e,2070-11-11T13:52:07,47.87285232543945,2.201570987701416,Les;damnés;de;la;terre;Paris;La;nouvelle;révolution;Je;t'aime,Chen,Julien,155 Rue des Arbres,32
0f4bbeb0-7b0e-4d37-b29f-8c5dee2102bc,2074-11-20T10:33:11,47.62351989746094,2.378256320953369,Pourquoi;?;Seul;Les;damnés;de;la;terre;Comment,Martin,Julie,54 Rue des Concombres,78
678d6a57-be90-4d0b-af4c-0d09241a4067,2072-11-01T18:21:02,47.48439407348633,2.277411699295044,Bien;Attentat;Ensemble;Les;peacewatchers;arrive,Zhao,Diane,3 Rue des Arbres,26
e2dae9c5-e8a3-4235-88e2-892eb7b8a0de,2070-12-17T00:02:33,47.5665397644043,2.606825351715088,Seul;Comment;La;nouvelle;révolution;Gloire;au;nouvel;ordre;mondial,Allouache,Antoine,163 Rue des Hongrois,87
72624bcf-c6f0-42c2-b599-0de2ef6f2766,2074-05-26T07:40:22,47.13720703125,2.9508676528930664,Vive;notre;grande;patrie;Attentat;Comment;Paris,Wu,Ivan,58 Rue des Marcassins,95
0d61bcdb-7845-4b06-9cf7-610eabcfd622,2073-03-18T03:44:27,47.645172119140625,2.256195068359375,Ou;est;notre;sauveteur;américain;?;Soyons;unis;Ou;est;notre;sauveteur;américain;?;Les;Etats-Unis;ont;corrompu;notre;nation,Zhang',Ivan,164 Rue des Hongrois,29
